ID,accbu_text,accbu_inperson,accbu_phone,accbu_sm,accbu_friend,accbu_smstatus,bu_phone2,bu_inperson2,bu_text2,bu_sm2,bu_email2,bu_fbstatus2,bu_smstatus2,bu_image2,bu_drift2,bu_other2,bu_never2,dump_phone2,dump_inperson2,dump_text2,Sex,Sexuality2,Transgender2,Parent_Metro2,Parent_Rent2,Parent_Internet2,Child_Gen2,Child_Age,Household_Size
521,5.0,5.0,8.0,5.0,5.0,5.0,,,,,,,,,,,,,,, ,Straight,No,Metro,Own,Yes,Female,16.0,5.0
523,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Own,Yes,,,4.0
524,3.0,10.0,5.0,1.0,3.0,1.0,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,2,Straight,No,Metro,Own,Yes,Female,15.0,5.0
527,5.0,1.0,2.0,-1.0,8.0,10.0,,,,,,,,,,,,,,, ,Straight,No,Metro,Own,Yes,Male,14.0,4.0
528,4.0,10.0,5.0,3.0,2.0,1.0,,,,,,,,,,,,,,, ,Straight,No,Metro,Rent,Yes,Female,17.0,4.0
531,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Own,Yes,,,4.0
532,1.0,10.0,5.0,1.0,1.0,1.0,,,,,,,,,,,,,,, ,Straight,No,Metro,Own,Yes,Male,16.0,4.0
535,1.0,10.0,7.0,1.0,1.0,1.0,,,,,,,,,,,,,,, ,Straight,No,Metro,Own,Yes,Male,14.0,5.0
537,5.0,4.0,3.0,5.0,4.0,3.0,,,,,,,,,,,,,,, ,Straight,No,Metro,Rent,No,Male,16.0,3.0
538,6.0,9.0,6.0,1.0,8.0,1.0,,,,,,,,,,,,,,, ,Straight,No,Metro,Rent,Yes,Male,13.0,5.0
539,3.0,10.0,8.0,5.0,1.0,7.0,,,,,,,,,,,,,,, ,Straight,No,Non-metro,Own,Yes,Female,17.0,4.0
542,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Own,Yes,,,5.0
543,5.0,1.0,6.0,3.0,4.0,2.0,,,,,,,,,,,,,,, ,Straight,No,Non-metro,Own,Yes,Male,13.0,3.0
544,5.0,10.0,5.0,2.0,5.0,5.0,,,,,,,,,,,,,,, ,Straight,No,Metro,Own,Yes,Male,14.0,5.0
545,5.0,10.0,7.0,1.0,3.0,1.0,,,,,,,,,,,,,,, ,Straight,No,Metro,Own,Yes,Female,13.0,5.0
546,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Own,Yes,,,4.0
547,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Own,Yes,,,4.0
548,5.0,8.0,6.0,4.0,2.0,1.0,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,2,Straight,No,Metro,Own,Yes,Male,13.0,4.0
549,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Own,Yes,,,4.0
552,4.0,10.0,4.0,1.0,1.0,1.0,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,1,Straight,No,Metro,Own,Yes,Female,17.0,4.0
553,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Own,Yes,,,4.0
554,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Own,Yes,,,6.0
555,1.0,10.0,9.0,1.0,1.0,1.0,,,,,,,,,,,,,,, ,Straight,No,Metro,Own,Yes,Female,16.0,4.0
556,1.0,6.0,2.0,10.0,3.0,4.0,,,,,,,,,,,,,,, ,Straight,No,Metro,Own,Yes,Female,16.0,3.0
558,1.0,10.0,8.0,1.0,1.0,1.0,,,,,,,,,,,,,,, ,Straight,No,Metro,Own,Yes,Male,17.0,5.0
560,1.0,10.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,, ,Straight,No,Metro,Rent,Yes,Male,15.0,2.0
565,1.0,10.0,4.0,1.0,4.0,7.0,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,2,Straight,No,Metro,Own,Yes,Female,17.0,5.0
566,5.0,10.0,10.0,1.0,2.0,1.0,,,,,,,,,,,,,,, ,Straight,No,Non-metro,Own,No,Female,16.0,3.0
567,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Own,Yes,,,5.0
568,3.0,1.0,2.0,5.0,4.0,6.0,,,,,,,,,,,,,,, ,Straight,No,Metro,Own,Yes,Male,14.0,6.0
569,2.0,10.0,6.0,1.0,1.0,1.0,,,,,,,,,,,,,,, ,Straight,No,Metro,Own,Yes,Female,13.0,4.0
570,2.0,10.0,4.0,1.0,1.0,1.0,,,,,,,,,,,,,,, ,Straight,No,Metro,Own,Yes,Female,13.0,5.0
571,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Own,Yes,,,4.0
573,4.0,10.0,9.0,3.0,2.0,1.0,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,2,Straight,No,Metro,Rent,Yes,Female,16.0,6.0
574,,,,,,,,,,,,,,,,,,,,, ,,,Non-metro,Own,Yes,,,4.0
575,1.0,10.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,, ,Straight,No,Metro,Own,Yes,Male,13.0,4.0
576,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Rent,Yes,,,5.0
577,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,,,,,,,,,,,,, ,Bisexual,Yes,Metro,Rent,Yes,Female,16.0,3.0
578,2.0,10.0,8.0,3.0,9.0,1.0,,,,,,,,,,,,,,, ,Straight,No,Metro,Own,Yes,Female,13.0,5.0
579,3.0,10.0,4.0,4.0,1.0,1.0,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,2,Straight,No,Non-metro,Own,Yes,Male,14.0,4.0
581,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Own,Yes,,,4.0
582,,,,,,,,,,,,,,,,,,,,, ,,,Non-metro,Own,Yes,,,3.0
583,8.0,10.0,9.0,6.0,5.0,7.0,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,2,Straight,No,Non-metro,Own,Yes,Female,17.0,4.0
584,5.0,10.0,4.0,3.0,2.0,5.0,,,,,,,,,,,,,,, ,Straight,No,Metro,Rent,Yes,Female,14.0,6.0
585,1.0,10.0,2.0,4.0,3.0,5.0,,,,,,,,,,,,,,, ,Straight,No,Metro,Own,Yes,Male,14.0,3.0
586,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Rent,Yes,,,5.0
588,1.0,10.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,, ,Straight,No,Non-metro,Own,Yes,Male,17.0,6.0
589,3.0,1.0,2.0,4.0,5.0,6.0,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,2,Straight,No,Metro,Rent,Yes,Male,14.0,5.0
592,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Own,Yes,,,3.0
595,4.0,3.0,5.0,6.0,9.0,1.0,,,,,,,,,,,,,,, ,Straight,No,Metro,Rent,Yes,Male,17.0,3.0
597,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Rent,Yes,,,4.0
598,5.0,10.0,9.0,3.0,2.0,1.0,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,2,Straight,No,Metro,Own,Yes,Female,14.0,4.0
599,5.0,10.0,7.0,5.0,2.0,2.0,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,2,Straight,No,Metro,Own,Yes,Male,16.0,4.0
600,,,,,,,,,,,,,,,,,,,,, ,,,Non-metro,Rent,Yes,,,3.0
602,3.0,1.0,2.0,5.0,4.0,6.0,,,,,,,,,,,,,,, ,Straight,No,Metro,Rent,Yes,Female,13.0,7.0
604,5.0,10.0,10.0,1.0,1.0,3.0,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,2,Straight,No,Metro,Rent,Yes,Female,17.0,2.0
605,5.0,10.0,9.0,6.0,8.0,7.0,,,,,,,,,,,,,,, ,Straight,No,Metro,Own,Yes,Female,14.0,6.0
606,5.0,10.0,7.0,4.0,1.0,2.0,,,,,,,,,,,,,,, ,Straight,No,Metro,Own,No,Female,13.0,3.0
607,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Own,Yes,,,4.0
609,3.0,1.0,2.0,5.0,4.0,6.0,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,1,Straight,No,Non-metro,Own,Yes,Female,17.0,3.0
610,7.0,10.0,8.0,1.0,1.0,1.0,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,No,1,Straight,No,Metro,Own,Yes,Male,16.0,3.0
611,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Own,Yes,,,5.0
613,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Rent,Yes,,,3.0
614,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,-1,,,Metro,Rent,Yes,Female,17.0,3.0
615,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Own,Yes,,,8.0
616,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Own,Yes,,,5.0
617,6.0,10.0,9.0,1.0,1.0,1.0,,,,,,,,,,,,,,, ,Something else,Yes,Metro,Own,Yes,Female,16.0,4.0
618,6.0,3.0,6.0,8.0,4.0,6.0,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,2,,No,Metro,Rent,Yes,Male,15.0,6.0
619,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Own,Yes,,,3.0
620,1.0,10.0,5.0,1.0,1.0,5.0,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,2,Straight,No,Metro,Own,Yes,Female,17.0,4.0
623,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Own,Yes,,,5.0
624,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Own,Yes,,,6.0
625,9.0,1.0,-1.0,10.0,10.0,9.0,,,,,,,,,,,,,,, ,Straight,No,Metro,Own,Yes,Male,14.0,5.0
626,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Own,Yes,,,3.0
627,1.0,10.0,4.0,1.0,1.0,1.0,,,,,,,,,,,,,,, ,Straight,No,Metro,Own,Yes,Male,17.0,4.0
628,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Rent,Yes,,,5.0
629,1.0,10.0,6.0,1.0,2.0,1.0,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,2,Straight,No,Metro,Rent,Yes,Male,15.0,5.0
631,6.0,10.0,5.0,3.0,1.0,1.0,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,2,Straight,No,Metro,Rent,Yes,Female,17.0,2.0
632,2.0,10.0,5.0,1.0,1.0,1.0,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,No,Yes,1,Straight,No,Metro,Own,Yes,Male,15.0,4.0
634,3.0,10.0,8.0,1.0,1.0,1.0,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,2,Straight,No,Non-metro,Rent,Yes,Female,16.0,4.0
635,6.0,10.0,9.0,2.0,6.0,1.0,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,2,Straight,No,Metro,Own,Yes,Female,14.0,4.0
636,1.0,6.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,, ,Straight,No,Metro,Own,Yes,Male,14.0,4.0
639,6.0,10.0,8.0,1.0,1.0,1.0,,,,,,,,,,,,,,, ,Straight,,Metro,Neither,Yes,Male,14.0,4.0
640,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Rent,Yes,,,4.0
641,5.0,7.0,7.0,4.0,1.0,1.0,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,2,Straight,No,Metro,Own,Yes,Female,13.0,6.0
642,3.0,10.0,9.0,1.0,1.0,1.0,,,,,,,,,,,,,,, ,Straight,No,Metro,Neither,Yes,Female,16.0,4.0
643,,,,,,,,,,,,,,,,,,,,, ,,,Non-metro,Own,Yes,,,4.0
644,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Own,Yes,,,5.0
645,1.0,10.0,10.0,1.0,6.0,1.0,,,,,,,,,,,,,,, ,Straight,No,Non-metro,Own,Yes,Female,13.0,4.0
646,5.0,9.0,5.0,1.0,2.0,6.0,No,Yes,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,2,Straight,No,Metro,Own,Yes,Female,17.0,3.0
647,8.0,10.0,9.0,6.0,7.0,5.0,,,,,,,,,,,,,,, ,Straight,No,Metro,Own,Yes,Female,13.0,6.0
648,1.0,10.0,4.0,1.0,1.0,5.0,,,,,,,,,,,,,,, ,Straight,No,Non-metro,Own,Yes,Male,14.0,4.0
649,1.0,10.0,3.0,1.0,2.0,1.0,,,,,,,,,,,,,,, ,Straight,No,Metro,Own,Yes,Female,13.0,4.0
650,1.0,10.0,5.0,1.0,1.0,1.0,,,,,,,,,,,,,,, ,Straight,No,Metro,Rent,Yes,Male,13.0,2.0
652,,,,,,,,,,,,,,,,,,,,, ,,,Non-metro,Own,Yes,,,5.0
655,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Own,Yes,,,5.0
656,3.0,10.0,7.0,3.0,1.0,2.0,,,,,,,,,,,,,,, ,Straight,No,Metro,Own,Yes,Male,14.0,4.0
657,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Rent,Yes,,,2.0
658,1.0,10.0,3.0,1.0,1.0,1.0,,,,,,,,,,,,,,, ,Straight,No,Non-metro,Own,Yes,Female,15.0,5.0
659,7.0,10.0,10.0,7.0,5.0,1.0,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,2,Straight,No,Metro,Own,Yes,Male,14.0,6.0
660,2.0,10.0,10.0,2.0,1.0,1.0,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,2,Bisexual,No,Metro,Own,Yes,Female,16.0,4.0
661,1.0,10.0,1.0,1.0,1.0,9.0,,,,,,,,,,,,,,, ,Straight,No,Metro,Own,Yes,Female,13.0,6.0
662,5.0,8.0,5.0,5.0,5.0,5.0,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,2,Straight,No,Metro,Own,Yes,Male,13.0,3.0
663,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Own,Yes,,,7.0
664,1.0,10.0,8.0,1.0,1.0,1.0,,,,,,,,,,,,,,, ,Straight,No,Metro,Own,Yes,Male,14.0,3.0
665,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Own,Yes,,,3.0
667,6.0,10.0,9.0,4.0,3.0,5.0,,,,,,,,,,,,,,, ,Straight,No,Metro,Own,Yes,Female,16.0,8.0
668,1.0,10.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,, ,Straight,No,Metro,Own,Yes,Male,13.0,1.0
669,,,,,,,,,,,,,,,,,,,,, ,,,Non-metro,Own,Yes,,,6.0
671,,,,,,,,,,,,,,,,,,,,, ,,,Non-metro,Own,Yes,,,3.0
673,2.0,10.0,9.0,3.0,4.0,1.0,,,,,,,,,,,,,,, ,Straight,No,Metro,Own,Yes,Male,15.0,7.0
674,1.0,5.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,, ,Straight,No,Metro,Own,Yes,Female,15.0,3.0
675,8.0,9.0,10.0,6.0,7.0,5.0,,,,,,,,,,,,,,, ,Straight,No,Metro,Own,Yes,Female,16.0,6.0
676,2.0,3.0,10.0,9.0,4.0,1.0,,,,,,,,,,,,,,, ,Straight,No,Metro,Own,Yes,Male,14.0,3.0
678,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Own,Yes,,,4.0
679,3.0,1.0,2.0,4.0,5.0,6.0,,,,,,,,,,,,,,, ,Straight,No,Metro,Rent,Yes,Male,13.0,5.0
681,1.0,10.0,1.0,7.0,5.0,6.0,,,,,,,,,,,,,,, ,Straight,Yes,Metro,Rent,Yes,Male,14.0,6.0
682,,,,,,,,,,,,,,,,,,,,, ,,,Non-metro,Own,Yes,,,2.0
683,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,, ,Straight,No,Metro,Rent,Yes,Male,15.0,3.0
684,8.0,-1.0,8.0,1.0,10.0,1.0,,,,,,,,,,,,,,, ,Straight,No,Metro,Rent,Yes,Female,13.0,5.0
685,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Own,Yes,,,3.0
686,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Own,Yes,,,3.0
687,3.0,10.0,5.0,1.0,1.0,1.0,,,,,,,,,,,,,,, ,Straight,No,Metro,Own,Yes,Male,13.0,3.0
688,1.0,10.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,, ,Straight,No,Metro,Own,Yes,Female,16.0,4.0
689,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,,,,,,,,,,,,, ,Straight,No,Metro,Own,Yes,Female,16.0,5.0
690,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Own,Yes,,,5.0
691,1.0,10.0,6.0,1.0,1.0,1.0,,,,,,,,,,,,,,, ,Straight,No,Metro,Own,Yes,Female,17.0,5.0
692,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,,,,,,,,,,,,,,, ,Straight,No,Non-metro,Rent,Yes,Male,15.0,5.0
693,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Own,Yes,,,4.0
694,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Own,Yes,,,5.0
695,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Own,Yes,,,4.0
696,8.0,10.0,9.0,1.0,1.0,1.0,,,,,,,,,,,,,,, ,Straight,No,Metro,Own,Yes,Female,14.0,6.0
697,9.0,10.0,8.0,7.0,5.0,6.0,,,,,,,,,,,,,,, ,Straight,No,Metro,Own,Yes,Female,14.0,4.0
698,1.0,10.0,7.0,1.0,1.0,1.0,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,No,2,Straight,No,Metro,Own,Yes,Female,15.0,4.0
699,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Own,Yes,,,3.0
700,1.0,10.0,4.0,1.0,1.0,1.0,,,,,,,,,,,,,,, ,Straight,No,Metro,Rent,Yes,Male,14.0,4.0
701,1.0,10.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,, ,Straight,No,Metro,Own,Yes,Male,16.0,6.0
702,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Rent,Yes,,,3.0
703,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Own,No,,,5.0
704,5.0,1.0,1.0,5.0,5.0,5.0,,,,,,,,,,,,,,, ,Straight,No,Metro,Rent,Yes,Male,15.0,4.0
705,1.0,10.0,6.0,1.0,1.0,1.0,,,,,,,,,,,,,,, ,Straight,No,Metro,Rent,Yes,Female,16.0,5.0
707,1.0,10.0,9.0,1.0,1.0,1.0,,,,,,,,,,,,,,, ,Straight,No,Metro,Own,Yes,Male,14.0,4.0
709,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Rent,No,,,6.0
710,1.0,10.0,5.0,3.0,2.0,1.0,,,,,,,,,,,,,,, ,Straight,No,Metro,Own,Yes,Female,15.0,4.0
711,1.0,10.0,9.0,1.0,1.0,1.0,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,2,Straight,No,Metro,Own,Yes,Female,17.0,2.0
712,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Own,Yes,,,4.0
713,3.0,10.0,6.0,1.0,4.0,1.0,,,,,,,,,,,,,,, ,Straight,No,Non-metro,Own,Yes,Female,17.0,3.0
714,1.0,1.0,1.0,1.0,1.0,1.0,No,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,No,2,Straight,No,Metro,Own,Yes,Female,17.0,2.0
715,4.0,10.0,7.0,1.0,1.0,1.0,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,1,Straight,No,Metro,Neither,Yes,Male,17.0,6.0
717,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Rent,Yes,,,3.0
718,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Rent,Yes,,,4.0
719,1.0,10.0,10.0,1.0,1.0,4.0,,,,,,,,,,,,,,, ,Straight,No,Metro,Rent,Yes,Male,15.0,5.0
720,1.0,10.0,2.0,1.0,1.0,1.0,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,2,Not sure,No,Metro,Own,Yes,Male,15.0,3.0
721,1.0,10.0,7.0,1.0,1.0,1.0,,,,,,,,,,,,,,, ,Straight,No,Non-metro,Own,Yes,Female,14.0,5.0
722,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Own,Yes,,,3.0
724,7.0,10.0,10.0,1.0,2.0,1.0,,,,,,,,,,,,,,, ,Straight,No,Metro,Own,Yes,Female,15.0,4.0
725,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,, ,Not sure,No,Metro,Rent,Yes,Female,15.0,6.0
726,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Own,Yes,,,4.0
727,1.0,10.0,4.0,1.0,1.0,1.0,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,2,Straight,No,Metro,Rent,Yes,Female,16.0,3.0
728,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Own,Yes,,,5.0
730,10.0,1.0,6.0,10.0,9.0,8.0,,,,,,,,,,,,,,, ,Straight,No,Metro,Own,Yes,Female,14.0,5.0
731,1.0,10.0,1.0,1.0,1.0,1.0,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,1,Straight,No,Metro,Own,Yes,Male,15.0,3.0
732,1.0,10.0,4.0,1.0,3.0,1.0,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,2,,No,Metro,Own,Yes,Male,14.0,3.0
733,1.0,10.0,1.0,1.0,5.0,1.0,,,,,,,,,,,,,,, ,Straight,No,Metro,Rent,Yes,Female,17.0,7.0
734,1.0,10.0,10.0,6.0,2.0,7.0,,,,,,,,,,,,,,, ,Straight,No,Metro,Own,Yes,Male,15.0,4.0
735,1.0,10.0,3.0,1.0,5.0,1.0,No,Yes,Yes,Yes,No,No,No,No,No,Yes,No,No,No,Yes,2,Straight,No,Non-metro,Own,Yes,Male,13.0,5.0
736,1.0,10.0,7.0,3.0,1.0,1.0,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,2,Straight,No,Metro,Rent,Yes,Female,13.0,2.0
737,5.0,10.0,5.0,1.0,1.0,1.0,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,Yes,2,Straight,No,Non-metro,Rent,Yes,Female,17.0,3.0
738,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,, ,Straight,No,Metro,Own,Yes,Male,15.0,4.0
739,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Own,Yes,,,1.0
740,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Rent,Yes,,,4.0
741,,,,,,,,,,,,,,,,,,,,, ,,,Non-metro,Rent,Yes,,,4.0
743,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Own,Yes,,,4.0
744,1.0,10.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,, ,Straight,No,Non-metro,Own,Yes,Female,14.0,3.0
746,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Own,Yes,,,4.0
747,1.0,10.0,8.0,1.0,1.0,1.0,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,1,Straight,No,Non-metro,Own,Yes,Female,16.0,3.0
748,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Own,Yes,Male,15.0,3.0
749,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Own,No,,,7.0
751,8.0,10.0,9.0,6.0,7.0,5.0,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,2,Straight,No,Metro,Own,Yes,Female,14.0,4.0
752,2.0,10.0,3.0,2.0,1.0,1.0,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,No,2,Something else,No,Metro,Own,Yes,Female,16.0,5.0
753,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Rent,Yes,,,6.0
754,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Own,Yes,,,6.0
755,1.0,1.0,1.0,1.0,1.0,1.0,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,2,Straight,No,Metro,Own,Yes,Male,14.0,3.0
756,1.0,10.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,, ,Straight,No,Metro,Own,Yes,Female,17.0,5.0
757,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Own,Yes,,,8.0
758,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Own,Yes,,,3.0
759,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Own,Yes,,,2.0
760,3.0,1.0,1.0,10.0,10.0,10.0,,,,,,,,,,,,,,, ,Straight,No,Metro,Own,Yes,Male,16.0,4.0
761,1.0,10.0,3.0,1.0,1.0,5.0,,,,,,,,,,,,,,, ,Straight,No,Metro,Own,No,Male,15.0,5.0
762,,,,,,,,,,,,,,,,,,,,, ,,,Non-metro,Own,Yes,,,4.0
763,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,,,,,,,,,,,,, ,,,Non-metro,Own,Yes,Female,17.0,1.0
764,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Own,Yes,,,4.0
765,,,,,,,,,,,,,,,,,,,,, ,,,Non-metro,Own,Yes,,,4.0
767,4.0,10.0,2.0,1.0,1.0,1.0,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,1,Straight,No,Non-metro,Own,Yes,Female,17.0,4.0
768,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Own,Yes,,,3.0
769,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Rent,Yes,,,4.0
770,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Own,Yes,,,3.0
771,4.0,9.0,7.0,1.0,2.0,1.0,,,,,,,,,,,,,,, ,Straight,No,Metro,Own,Yes,Female,15.0,5.0
772,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Rent,Yes,,,4.0
773,1.0,10.0,5.0,1.0,4.0,1.0,,,,,,,,,,,,,,, ,Straight,No,Metro,Own,Yes,Female,13.0,6.0
774,6.0,10.0,8.0,4.0,1.0,2.0,,,,,,,,,,,,,,, ,Straight,No,Metro,Own,Yes,Female,17.0,5.0
775,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,,,,,,,,,,,,, ,Straight,No,Metro,Own,Yes,Male,17.0,3.0
776,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Own,No,,,4.0
777,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Own,Yes,,,5.0
778,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,, ,Straight,No,Metro,Own,Yes,Male,14.0,6.0
779,3.0,10.0,6.0,2.0,1.0,1.0,,,,,,,,,,,,,,, ,Straight,No,Metro,Own,Yes,Female,17.0,3.0
780,5.0,10.0,10.0,5.0,1.0,1.0,,,,,,,,,,,,,,, ,Straight,No,Metro,Rent,Yes,Female,14.0,5.0
781,8.0,10.0,9.0,7.0,6.0,5.0,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No,1,Straight,No,Metro,Rent,No,Male,14.0,3.0
782,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Own,Yes,Male,16.0,4.0
783,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Own,Yes,,,4.0
784,1.0,10.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,, ,Straight,No,Metro,Rent,Yes,Female,17.0,8.0
786,5.0,5.0,5.0,5.0,5.0,5.0,,,,,,,,,,,,,,, ,Straight,No,Metro,Rent,Yes,Male,17.0,6.0
788,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Own,Yes,,,3.0
791,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Own,Yes,,,4.0
