Unnamed: 0,parent_knowledge_status,parentcontrol,sexualexperience,serious_relationship,notserious_relationship,meeting_online_experience,online_and_never_met,socialmedia_interested_interactedsm,socialmedia_interested_friendedsm,interested_friendedsm,interested_text,interested_video,interested_music,interested_sexypics,interested_inperson,interested_other,search_information_current,friended_setup,search_information_past,askout_text,askout_inperson,askout_phone,askout_dm,askout_friendasked,askout_wait,askout_other,shared_passwords,time_outsideschoool,time_phone,time_text,time_online,time_videochat,time_email,time_socialmediapost,time_messagingapps,shareonline_location,shareonline_activity,shareonline_thoughts,shareonline_friends,shareonline_school,shareonline_health,shareonline_family,shareonline_politics,shareonline_religion,shareonline_funny,pparent_knowledge_status
347,2,,no,,,,,1,yes,yes,no,no,no,no,yes,no,yes,no,,no,no,no,no,no,yes,no,,,,,,,,,,,,,,,,,,,,no
348,1,do_not_limit,no,,,,,1,no,yes,no,yes,yes,no,yes,no,no,no,,no,yes,yes,no,no,yes,no,,,,,,,,,,,,,,,,,,,,yes
349, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350,2,,yes,no,no,none,,1,yes,yes,yes,no,no,no,yes,no,yes,yes,yes,yes,yes,no,no,yes,no,no,no,everyday,every_few_days,every_few_days,never,never,never,less_often,never,yes,yes,yes,,yes,no,no,yes,no,yes,no
351, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352,2,,yes,no,no,none,,1,yes,yes,yes,yes,no,yes,yes,no,no,no,yes,no,no,no,no,no,yes,no,no,never,less_often,everyday,less_often,every_few_days,never,less_often,everyday,yes,yes,yes,,no,no,yes,no,yes,yes,no
353, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
354,2,,no,,,,,2,no,no,no,no,no,no,no,no,no,no,,no,no,no,no,no,no,yes,,,,,,,,,,,,,,,,,,,,no
355,1,do_not_limit,yes,yes,,none,,1,yes,yes,yes,no,yes,no,yes,no,yes,yes,yes,yes,yes,no,no,no,no,no,no,every_few_days,everyday,everyday,everyday,less_often,every_few_days,every_few_days,every_few_days,yes,yes,yes,,yes,yes,yes,no,no,yes,yes
356,2,,no,,,,,1,yes,no,no,no,no,no,no,no,yes,yes,,yes,no,no,no,no,no,no,,,,,,,,,,,,,,,,,,,,no
357,1,limit_time,yes,yes,,none,,1,yes,yes,no,yes,no,no,yes,no,yes,no,no,yes,yes,yes,no,no,no,no,no,everyday,everyday,everyday,every_few_days,less_often,less_often,everyday,never,yes,yes,yes,,yes,no,yes,no,no,yes,yes
358,2,,no,,,,,2,no,no,no,no,no,no,no,no,no,no,,no,yes,yes,no,no,no,no,,,,,,,,,,,,,,,,,,,,no
359, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360,2,,no,,,,,1,yes,yes,no,no,no,no,yes,no,yes,yes,,yes,no,no,no,yes,no,no,,,,,,,,,,,,,,,,,,,,no
361,2,,yes,no,no,none,, ,,yes,yes,no,no,yes,yes,no,no,,no,no,no,no,no,no,yes,no,no,never,every_few_days,everyday,never,less_often,less_often,,never,no,yes,yes,,yes,yes,yes,no,no,yes,no
362,2,,yes,no,no,none,,1,yes,yes,yes,no,no,no,yes,no,yes,no,no,no,yes,no,no,no,no,no,yes,everyday,everyday,everyday,everyday,never,less_often,everyday,never,yes,yes,yes,,yes,no,yes,no,no,yes,no
363, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
364, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
365,2,,yes,no,no,none,,1,yes,yes,yes,no,yes,yes,yes,no,yes,no,yes,yes,no,no,no,no,no,no,no,everyday,everyday,everyday,never,never,everyday,every_few_days,never,yes,yes,yes,,yes,yes,yes,no,no,yes,no
366,1,do_not_limit,yes,yes,,none,,1,yes,yes,yes,no,yes,yes,yes,no,yes,no,yes,no,yes,no,no,no,no,no,no,less_often,everyday,everyday,everyday,everyday,less_often,less_often,never,yes,yes,yes,,yes,yes,yes,no,no,yes,yes
367,3,,no,,,,,2,no,yes,yes,no,no,no,yes,no,no,no,,no,yes,no,no,no,no,no,,,,,,,,,,,,,,,,,,,,not_sure
368,2,,no,,,,,2,no,no,no,no,no,no,no,no,no,no,,no,no,no,no,no,no,yes,,,,,,,,,,,,,,,,,,,,no
369,2,,no,,,,, ,,no,no,no,no,no,no,no,no,,,no,no,no,no,no,no,yes,,,,,,,,,,,,,,,,,,,,no
370,1,limit_time,yes,no,yes,none,,1,yes,yes,yes,yes,no,yes,yes,no,yes,yes,yes,yes,yes,no,yes,no,yes,no,no,every_few_days,less_often,everyday,never,never,never,less_often,less_often,yes,yes,yes,,no,yes,no,no,yes,yes,yes
371,2,,yes,no,no,none,,1,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,never,every_few_days,everyday,every_few_days,less_often,never,less_often,never,yes,yes,yes,,yes,no,yes,no,no,yes,no
372,2,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no
373,2,,no,,,,,2,no,no,no,no,no,no,no,no,no,no,,no,no,no,no,no,yes,no,,,,,,,,,,,,,,,,,,,,no
374, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
375,2,,no,,,,,1,yes,no,no,no,no,no,no,no,yes,no,,yes,yes,no,no,no,no,no,,,,,,,,,,,,,,,,,,,,no
376,2,,no,,,,,2,no,no,no,no,no,no,no,no,no,no,,no,yes,no,no,no,no,no,,,,,,,,,,,,,,,,,,,,no
377,2,,no,,,,,2,no,no,no,no,no,no,no,no,no,no,,no,no,no,no,yes,no,no,,,,,,,,,,,,,,,,,,,,no
378,1,limit_time,yes,yes,,none,,1,yes,yes,yes,yes,no,no,yes,no,yes,yes,yes,no,no,no,no,no,yes,no,yes,less_often,everyday,everyday,every_few_days,less_often,never,every_few_days,never,yes,yes,yes,,no,yes,yes,no,no,yes,yes
379, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380,2,,no,,,,,2,no,no,no,no,no,no,no,no,no,no,,yes,no,no,no,no,no,no,,,,,,,,,,,,,,,,,,,,no
381,2,,no,,,,, ,,no,no,no,no,no,no,no,no,,,no,yes,no,no,no,no,no,,,,,,,,,,,,,,,,,,,,no
382,2,,no,,,,,1,yes,no,no,no,no,no,no,no,no,no,,no,yes,no,no,no,no,no,,,,,,,,,,,,,,,,,,,,no
383, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
384, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
385, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
386,2,,no,,,,,2,no,no,no,no,no,no,no,no,no,no,,no,no,no,no,no,yes,no,,,,,,,,,,,,,,,,,,,,no
387,1,do_not_limit,yes,no,no,none,,1,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,no,no,yes,no,no,no,yes,never,never,never,never,never,never,never,never,yes,yes,yes,,yes,yes,yes,yes,yes,yes,yes
388,2,,no,,,,,1,yes,no,no,no,no,no,yes,no,no,no,,yes,no,no,no,no,no,no,,,,,,,,,,,,,,,,,,,,no
389,2,,yes,no,yes,none,,1,yes,yes,no,no,no,no,yes,no,yes,yes,yes,no,no,yes,no,no,no,no,no,less_often,less_often,everyday,never,never,never,less_often,never,no,no,no,,no,no,no,no,no,no,no
390,3,,no,,,,, ,,yes,no,no,no,no,no,no,no,,,no,no,yes,no,no,no,no,,,,,,,,,,,,,,,,,,,,not_sure
391, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
392, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
393, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
394,2,,no,,,,,1,no,no,no,no,no,no,yes,no,yes,no,,no,no,no,no,no,yes,no,,,,,,,,,,,,,,,,,,,,no
395,2,,no,,,,,2,no,no,no,no,no,no,yes,no,yes,no,,no,yes,no,no,no,no,no,,,,,,,,,,,,,,,,,,,,no
396,2,,no,,,,, ,,yes,yes,no,yes,no,yes,no,no,,,no,yes,no,no,no,no,no,,,,,,,,,,,,,,,,,,,,no
397,2,,yes,no,no,none,,1,yes,yes,no,no,no,no,yes,no,yes,no,yes,no,yes,no,no,no,no,no,no,never,every_few_days,every_few_days,every_few_days,every_few_days,less_often,every_few_days,every_few_days,yes,no,yes,,yes,no,no,no,no,yes,no
398,2,,yes,no,no,none,,1,yes,yes,yes,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,every_few_days,everyday,everyday,everyday,every_few_days,less_often,every_few_days,less_often,yes,yes,yes,,yes,yes,yes,no,no,yes,no
399,2,,no,,,,,2,no,no,no,no,no,no,no,no,no,no,,no,yes,no,no,no,no,no,,,,,,,,,,,,,,,,,,,,no
400, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401,2,,no,,,,,1,yes,yes,no,no,no,no,no,no,no,no,,no,no,no,no,no,yes,no,,,,,,,,,,,,,,,,,,,,no
402, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
403,2,,no,,,,,2,no,no,no,no,no,no,no,no,no,no,,no,no,no,no,no,yes,no,,,,,,,,,,,,,,,,,,,,no
404, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
405,2,,no,,,,,2,yes,yes,yes,no,no,no,no,no,yes,no,,yes,no,no,no,no,no,no,,,,,,,,,,,,,,,,,,,,no
406,3,,yes,yes,,none,,2,yes,yes,yes,no,no,no,yes,no,yes,no,yes,yes,yes,yes,yes,no,no,no,no,never,every_few_days,everyday,everyday,every_few_days,never,everyday,everyday,no,no,yes,,yes,yes,yes,no,no,yes,not_sure
407,1,limit_time,no,,,,, ,,yes,yes,no,no,no,yes,no,yes,,,no,no,no,no,yes,no,no,,,,,,,,,,,,,,,,,,,,yes
408,2,,no,,,,,2,no,no,no,no,no,no,no,no,no,no,,no,no,no,no,no,yes,no,,,,,,,,,,,,,,,,,,,,no
409, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410,2,,yes,no,no,none,,1,yes,yes,yes,no,no,no,yes,no,yes,yes,yes,no,yes,no,no,no,yes,no,no,never,everyday,everyday,less_often,every_few_days,never,less_often,less_often,yes,yes,yes,,no,no,yes,no,no,yes,no
411,2,,no,,,,, ,,no,no,no,no,no,no,no,no,,,no,no,yes,no,no,no,no,,,,,,,,,,,,,,,,,,,,no
412,2,,no,,,,,1,yes,yes,no,no,no,no,yes,no,no,no,,yes,yes,yes,no,no,yes,no,,,,,,,,,,,,,,,,,,,,no
413, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414,3,,no,,,,,2,no,no,no,no,no,no,no,no,no,no,,no,no,no,no,no,no,yes,,,,,,,,,,,,,,,,,,,,not_sure
415,1,limit_time,no,,,,,1,yes,yes,yes,no,no,no,yes,no,yes,no,,no,yes,no,no,no,no,no,,,,,,,,,,,,,,,,,,,,yes
416,2,,no,,,,,2,no,no,no,no,no,no,no,no,yes,no,,yes,yes,no,yes,no,no,no,,,,,,,,,,,,,,,,,,,,no
417,2,,no,,,,, ,,no,no,no,no,no,no,no,no,,,yes,no,yes,no,no,no,no,,,,,,,,,,,,,,,,,,,,no
418,2,,no,,,,,1,yes,yes,no,no,no,no,no,no,no,yes,,no,yes,no,no,no,no,no,,,,,,,,,,,,,,,,,,,,no
419, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420,2,,no,,,,,2,no,yes,no,no,no,no,no,no,no,no,,no,yes,no,no,no,no,no,,,,,,,,,,,,,,,,,,,,no
421,2,,no,,,,,1,yes,yes,no,no,no,no,no,no,no,no,,no,yes,no,no,no,no,no,,,,,,,,,,,,,,,,,,,,no
422,2,,no,,,,,2,no,no,no,no,no,no,no,no,no,no,,no,no,no,no,yes,no,no,,,,,,,,,,,,,,,,,,,,no
423, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
424, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425,1,do_not_limit,yes,yes,,none,,1,yes,no,no,no,no,no,yes,no,no,no,no,yes,yes,no,no,no,no,no,no,everyday,less_often,everyday,less_often,never,never,less_often,less_often,yes,yes,no,,yes,no,no,no,no,yes,yes
426, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
427,1,do_not_limit,yes,yes,,2-5,no,1,yes,yes,yes,no,no,no,yes,no,yes,no,no,no,no,no,no,no,yes,no,yes,everyday,everyday,everyday,less_often,every_few_days,less_often,less_often,less_often,yes,yes,yes,,yes,yes,yes,no,yes,yes,yes
428, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
429, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430,2,,no,,,,,2,no,no,no,no,no,no,no,no,no,no,,no,yes,no,no,no,no,no,,,,,,,,,,,,,,,,,,,,no
431,2,,no,,,,,1,yes,yes,no,no,yes,no,yes,no,no,yes,,no,no,no,no,yes,no,no,,,,,,,,,,,,,,,,,,,,no
432,2,,no,,,,, ,,yes,yes,no,no,no,yes,no,no,,,no,yes,no,no,no,no,no,,,,,,,,,,,,,,,,,,,,no
433,3,,no,,,,,2,no,no,no,no,no,no,no,no,no,yes,,no,yes,no,no,no,no,no,,,,,,,,,,,,,,,,,,,,not_sure
434,1,do_not_limit,yes,yes,,one,no,1,yes,yes,no,no,no,no,yes,no,no,yes,no,no,yes,no,no,no,no,no,yes,everyday,everyday,everyday,every_few_days,never,never,every_few_days,never,yes,yes,yes,,yes,no,yes,no,no,yes,yes
435,2,,no,,,,, ,,no,no,no,no,no,no,no,no,,,no,yes,yes,no,yes,yes,no,,,,,,,,,,,,,,,,,,,,no
436, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
437,2,,no,,,,, ,,no,no,no,no,no,no,no,no,,,no,yes,no,no,no,no,no,,,,,,,,,,,,,,,,,,,,no
438,2,,no,,,,, ,,no,no,no,no,no,no,no,no,,,no,yes,no,no,no,no,no,,,,,,,,,,,,,,,,,,,,no
439,2,,no,,,,,1,yes,no,no,no,no,no,yes,no,no,no,,no,yes,no,no,no,no,no,,,,,,,,,,,,,,,,,,,,no
440, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441,2,,yes,no,no,none,,1,yes,yes,yes,yes,yes,no,yes,no,no,yes,no,no,no,no,no,no,yes,no,no,everyday,everyday,everyday,less_often,never,less_often,everyday,less_often,yes,yes,yes,,no,yes,yes,no,yes,yes,no
442, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443,2,,no,,,,, ,,no,no,no,no,no,no,no,no,,,no,no,no,no,no,no,yes,,,,,,,,,,,,,,,,,,,,no
444, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445,2,,no,,,,,1,no,yes,no,no,yes,no,no,no,yes,no,,no,no,yes,yes,no,no,no,,,,,,,,,,,,,,,,,,,,no
446,2,,no,,,,,1,yes,yes,no,no,no,no,yes,no,yes,no,,no,yes,no,no,yes,yes,no,,,,,,,,,,,,,,,,,,,,no
447,1,limit_time,yes,yes,,none,, ,,yes,no,no,no,no,yes,no,no,,no,no,yes,no,no,no,no,no,no,less_often,every_few_days,everyday,everyday,never,less_often,,every_few_days,yes,yes,yes,,no,no,no,no,no,yes,yes
448, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
450,1,do_not_limit,yes,yes,,none,,2,no,no,yes,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,every_few_days,everyday,everyday,never,never,never,never,never,no,no,no,,no,no,no,no,no,no,yes
451,2,,no,,,,,1,yes,yes,no,no,no,no,no,no,no,yes,,no,yes,no,no,no,no,no,,,,,,,,,,,,,,,,,,,,no
452,3,,no,,,,,1,yes,yes,no,no,no,no,no,no,no,no,,no,yes,no,yes,no,no,no,,,,,,,,,,,,,,,,,,,,not_sure
453, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
454,3,,no,,,,,2,no,no,no,no,no,no,no,no,no,no,,no,yes,no,no,no,no,no,,,,,,,,,,,,,,,,,,,,not_sure
455,2,,yes,no,no,none,,1,yes,yes,yes,yes,no,yes,yes,yes,yes,no,no,no,yes,no,no,no,no,no,no,every_few_days,every_few_days,every_few_days,every_few_days,never,every_few_days,every_few_days,never,yes,yes,yes,,yes,no,no,no,no,yes,no
456, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
457,2,,no,,,,, ,,yes,no,no,no,no,no,no,no,,,no,no,no,no,no,yes,no,,,,,,,,,,,,,,,,,,,,no
458, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
459,2,,yes,yes,,none,,1,yes,yes,yes,no,no,no,yes,no,yes,no,no,no,yes,no,no,no,yes,no,no,every_few_days,every_few_days,everyday,every_few_days,never,never,never,never,yes,no,yes,,yes,no,no,no,yes,yes,no
460,2,,yes,no,yes,none,,1,yes,yes,yes,yes,yes,no,yes,yes,yes,no,yes,yes,yes,yes,yes,no,no,no,yes,every_few_days,less_often,everyday,everyday,less_often,less_often,less_often,less_often,yes,yes,yes,,yes,yes,no,no,yes,yes,no
461, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
462,2,,no,,,,,2,no,no,no,no,no,no,yes,no,no,no,,no,yes,no,no,no,no,no,,,,,,,,,,,,,,,,,,,,no
463,1,limit_time,yes,yes,,one,no, ,,no,no,no,no,no,no,no,no,,no,yes,no,no,no,no,no,no,yes,every_few_days,everyday,everyday,every_few_days,every_few_days,never,,never,yes,yes,yes,,no,yes,yes,no,no,yes,yes
464,2,,no,,,,,2,no,no,no,no,no,no,no,no,no,no,,yes,no,no,no,yes,no,no,,,,,,,,,,,,,,,,,,,,no
465,2,,no,,,,,2,no,no,no,no,no,no,no,no,no,no,,no,yes,yes,no,no,no,no,,,,,,,,,,,,,,,,,,,,no
466, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
467,1,limit_time,yes,no,no,none,,1,yes,yes,yes,no,no,no,yes,no,yes,yes,yes,yes,no,no,no,no,no,no,no,every_few_days,every_few_days,everyday,everyday,everyday,less_often,less_often,every_few_days,no,yes,no,,no,no,no,no,no,yes,yes
468,1,do_not_limit,yes,yes,,none,,1,yes,no,yes,no,no,no,yes,no,no,yes,no,yes,yes,yes,no,no,no,no,yes,every_few_days,everyday,everyday,never,everyday,never,less_often,everyday,yes,yes,yes,,yes,yes,no,no,no,yes,yes
469, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
470, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
471,3,,yes,yes,,2-5,no,1,no,yes,no,no,no,no,yes,no,,,,no,no,yes,no,no,no,no,no,less_often,less_often,less_often,less_often,less_often,never,less_often,less_often,yes,yes,yes,,yes,yes,yes,yes,yes,yes,not_sure
472, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
473, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
474,2,,no,,,,,2,no,no,no,no,no,no,no,no,no,no,,no,no,no,no,no,no,yes,,,,,,,,,,,,,,,,,,,,no
475,1,do_not_limit,yes,yes,,one,yes,1,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,no,yes,no,yes,no,yes,everyday,everyday,everyday,everyday,everyday,everyday,everyday,everyday,yes,yes,yes,,yes,yes,yes,yes,yes,yes,yes
476, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
477,1,limit_time,yes,yes,,none,,2,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,yes,every_few_days,everyday,everyday,less_often,less_often,less_often,every_few_days,everyday,yes,yes,yes,,no,no,yes,no,no,yes,yes
478, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
479, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
480,2,,no,,,,,1,yes,no,no,no,no,no,yes,no,no,no,,no,yes,no,no,no,no,no,,,,,,,,,,,,,,,,,,,,no
481, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
482,2,,no,,,,,2,no,no,no,no,no,no,no,no,no,no,,no,yes,yes,no,no,no,no,,,,,,,,,,,,,,,,,,,,no
483, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
484,2,,yes,no,no,none,,2,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,every_few_days,every_few_days,every_few_days,less_often,never,less_often,never,never,no,no,yes,,yes,no,yes,no,no,yes,no
485,1,do_not_limit,yes,no,yes,one,yes,1,yes,yes,no,no,yes,no,no,no,yes,no,yes,no,no,no,yes,no,no,no,no,never,never,everyday,never,less_often,never,never,never,yes,yes,yes,,no,no,yes,no,no,yes,yes
486,1,do_not_limit,yes,no,yes,2-5,no,2,no,no,yes,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,every_few_days,everyday,everyday,never,never,never,less_often,less_often,yes,yes,yes,,yes,no,no,no,no,yes,yes
487,1,do_not_limit,yes,yes,,none,,1,yes,yes,yes,no,no,no,yes,no,no,yes,no,no,yes,no,no,no,no,no,no,every_few_days,every_few_days,everyday,never,never,never,never,never,no,no,no,,no,no,no,no,no,no,yes
488,1,do_not_limit,yes,no,yes,none,,1,yes,no,yes,no,no,no,yes,no,no,yes,no,no,yes,no,no,yes,yes,no,no,less_often,less_often,everyday,never,less_often,never,less_often,less_often,yes,yes,yes,,yes,no,no,no,no,yes,yes
489,2,,no,,,,, ,,no,no,no,no,no,no,no,no,,,no,yes,no,no,no,no,no,,,,,,,,,,,,,,,,,,,,no
490,2,,no,,,,,2,no,no,no,no,no,no,no,no,no,no,,yes,no,no,no,no,no,no,,,,,,,,,,,,,,,,,,,,no
491, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
492,2,,yes,no,no,none,,1,yes,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,yes,no,no,never,less_often,every_few_days,never,never,never,never,never,no,no,no,,no,no,no,no,no,no,no
493,2,,no,,,,,1,yes,no,no,no,no,no,no,no,no,no,,yes,no,no,no,yes,yes,no,,,,,,,,,,,,,,,,,,,,no
494, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
495, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
496,2,,no,,,,,1,yes,yes,no,no,no,no,yes,no,no,no,,no,yes,no,no,no,no,no,,,,,,,,,,,,,,,,,,,,no
497,2,,yes,no,yes,none,,2,yes,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes,no,no,no,no,no,every_few_days,every_few_days,everyday,everyday,everyday,every_few_days,every_few_days,never,no,no,yes,,yes,no,no,no,no,no,no
498,2,,no,,,,,2,no,no,no,no,no,no,yes,no,no,no,,no,no,no,no,no,yes,no,,,,,,,,,,,,,,,,,,,,no
499,1,do_not_limit,no,,,,, ,,no,no,no,no,no,yes,no,no,,,no,yes,no,no,no,no,no,,,,,,,,,,,,,,,,,,,,yes
500,2,,no,,,,,2,no,no,no,no,no,no,yes,no,no,no,,no,no,no,no,no,yes,no,,,,,,,,,,,,,,,,,,,,no
501,2,,no,,,,, ,,no,no,no,no,no,no,no,no,,,no,yes,no,no,no,no,no,,,,,,,,,,,,,,,,,,,,no
502, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
503, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
504,2,,no,,,,,2,yes,no,no,no,no,no,yes,no,no,no,,no,yes,no,no,no,no,no,,,,,,,,,,,,,,,,,,,,no
505, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
506,2,,no,,,,,1,yes,yes,yes,no,no,no,yes,no,yes,no,,no,no,no,no,no,yes,no,,,,,,,,,,,,,,,,,,,,no
507,1,limit_time,yes,yes,,none,, ,,no,no,no,no,no,yes,no,no,,no,no,yes,no,no,no,no,no,no,everyday,never,everyday,never,never,never,,never,no,no,no,,no,no,no,no,no,no,yes
508,2,,yes,no,no,none,,1,yes,yes,yes,no,no,no,yes,no,no,no,no,yes,yes,yes,no,no,no,no,no,less_often,never,everyday,less_often,never,never,less_often,less_often,yes,yes,yes,,no,no,no,no,no,yes,no
509,2,,no,,,,,2,no,no,no,no,no,no,no,no,no,no,,no,yes,no,no,no,no,no,,,,,,,,,,,,,,,,,,,,no
510,2,,yes,no,no,none,, ,,no,no,no,no,no,yes,no,no,,no,yes,yes,yes,no,no,no,no,no,less_often,less_often,less_often,never,never,never,,never,yes,yes,yes,,yes,no,yes,no,no,yes,no
511, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
512,2,,no,,,,, ,,no,no,no,no,no,yes,no,no,,,yes,yes,yes,no,no,no,no,,,,,,,,,,,,,,,,,,,,no
513, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
514,2,,no,,,,,1,yes,yes,no,no,no,no,yes,no,yes,yes,,no,yes,no,no,no,no,no,,,,,,,,,,,,,,,,,,,,no
515,2,,no,,,,,1,yes,no,yes,no,no,no,yes,no,no,no,,no,no,no,no,no,no,no,,,,,,,,,,,,,,,,,,,,no
516, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
517, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518,3,,no,,,,, ,,no,no,no,no,no,yes,no,no,,,no,yes,yes,no,no,no,no,,,,,,,,,,,,,,,,,,,,not_sure
519,2,,no,,,,, ,,no,no,no,no,no,no,no,no,,,no,yes,no,no,no,no,no,,,,,,,,,,,,,,,,,,,,no
520,2,,no,,,,,1,yes,yes,yes,no,no,no,yes,no,no,yes,,no,yes,no,no,no,no,no,,,,,,,,,,,,,,,,,,,,no
521,2,,no,,,,, ,,no,no,no,no,no,no,no,no,,,no,yes,no,no,no,no,no,,,,,,,,,,,,,,,,,,,,no
522, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
523,2,,no,,,,,1,no,yes,no,no,no,no,no,no,no,no,,no,yes,no,no,no,no,no,,,,,,,,,,,,,,,,,,,,no
524,2,,no,,,,, ,,no,no,no,no,no,no,no,no,,,yes,yes,yes,yes,no,no,no,,,,,,,,,,,,,,,,,,,,no
